date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:44	1979/1979	---M--	200	added ('OK')	image/png	etag:%227bb-61866048-68613df6b36b34e2;;;%22	https://marketifythemes.net/html/arlo/img/logo/classic/dark.png	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/logo/classic/dark.png	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:46	77479/77479	---M--	200	added ('OK')	image/jpeg	etag:%2212ea7-61866042-1c4b032285997af9;;;%22	https://marketifythemes.net/html/arlo/img/about/1.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/about/1.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:47	346712/346712	---M--	200	added ('OK')	image/jpeg	etag:%2254a58-61866047-283c8c27b22a5436;;;%22	https://marketifythemes.net/html/arlo/img/slider/1.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/slider/1.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:51	3280/3280	---M--	200	added ('OK')	image/jpeg	etag:%22cd0-61866045-c16986869bc8e5c;;;%22	https://marketifythemes.net/html/arlo/img/ratios/550x650.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/ratios/550x650.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:52	1718/1718	---M-Z	200	added ('OK')	image/svg+xml	etag:%226b6-61866047-eee95e5c609e0677;gz%22	https://marketifythemes.net/html/arlo/img/svg/gift.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/gift.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:53	2718/2718	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a9e-61866046-9bd58c573acbe9da;gz%22	https://marketifythemes.net/html/arlo/img/svg/calendar-4.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/calendar-4.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:54	912/912	---M-Z	200	added ('OK')	image/svg+xml	etag:%22390-61866047-9c5c52bac61e00ad;gz%22	https://marketifythemes.net/html/arlo/img/svg/location-1.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/location-1.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:55	1823/1823	---M-Z	200	added ('OK')	image/svg+xml	etag:%2271f-61866047-ce60b3cd8a72953c;gz%22	https://marketifythemes.net/html/arlo/img/svg/game-controller-2.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/game-controller-2.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:57	1700/1700	---M-Z	200	added ('OK')	image/svg+xml	etag:%226a4-61866047-96fcf22194b41551;gz%22	https://marketifythemes.net/html/arlo/img/svg/study-5.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/study-5.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:58	1208/1208	---M-Z	200	added ('OK')	image/svg+xml	etag:%224b8-61866047-a870a5c96250dd7d;gz%22	https://marketifythemes.net/html/arlo/img/svg/degree-1.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/degree-1.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:47:59	2543/2543	---M-Z	200	added ('OK')	image/svg+xml	etag:%229ef-61866047-dcc6e933514f2a4e;gz%22	https://marketifythemes.net/html/arlo/img/svg/message-3.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/message-3.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:00	1476/1476	---M-Z	200	added ('OK')	image/svg+xml	etag:%225c4-61866046-50ab91bbc3b93910;gz%22	https://marketifythemes.net/html/arlo/img/svg/call-2.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/call-2.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:01	77229/77229	---M--	200	added ('OK')	image/jpeg	etag:%2212dad-61866046-3b7018bfbdf8a31c;;;%22	https://marketifythemes.net/html/arlo/img/resume/resume.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/resume/resume.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:01	1930/1930	---M-Z	200	added ('OK')	image/svg+xml	etag:%2278a-61866047-422854c35938e45b;gz%22	https://marketifythemes.net/html/arlo/img/svg/creativity.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/creativity.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:03	1273/1273	---M-Z	200	added ('OK')	image/svg+xml	etag:%224f9-61866047-68970d7997fdba66;gz%22	https://marketifythemes.net/html/arlo/img/svg/code.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/code.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:03	482/482	---M-Z	200	added ('OK')	image/svg+xml	etag:%221e2-61866048-8784519e61328e02;gz%22	https://marketifythemes.net/html/arlo/img/svg/telegram.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/telegram.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:04	1387/1387	---M-Z	200	added ('OK')	image/svg+xml	etag:%2256b-61866047-5b3a66ea98c85b4d;gz%22	https://marketifythemes.net/html/arlo/img/svg/photoshop.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/photoshop.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:04	963/963	---M-Z	200	added ('OK')	image/svg+xml	etag:%223c3-61866046-783821aa5dcb5828;gz%22	https://marketifythemes.net/html/arlo/img/svg/ai.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/ai.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:05	1460/1460	---M-Z	200	added ('OK')	image/svg+xml	etag:%225b4-61866047-2adbd06d5bc5902f;gz%22	https://marketifythemes.net/html/arlo/img/svg/share.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/share.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:05	21591/21591	---M--	200	added ('OK')	image/jpeg	etag:%225457-61866045-edb8a621881d6f5a;;;%22	https://marketifythemes.net/html/arlo/img/portfolio/1.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/portfolio/1.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:06	1127/1127	---M--	200	added ('OK')	image/jpeg	etag:%22467-61866045-f34e859dd559eb86;;;%22	https://marketifythemes.net/html/arlo/img/ratios/ratio-1-1.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/ratios/ratio-1-1.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:06	49127/49127	---M--	200	added ('OK')	image/jpeg	etag:%22bfe7-61866045-516fa21318314f5b;;;%22	https://marketifythemes.net/html/arlo/img/portfolio/2.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/portfolio/2.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:07	34555/34555	---M--	200	added ('OK')	image/jpeg	etag:%2286fb-61866045-c567514021afc3ed;;;%22	https://marketifythemes.net/html/arlo/img/portfolio/3.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/portfolio/3.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:07	33426/33426	---M--	200	added ('OK')	image/jpeg	etag:%228292-61866045-b6955c45ea29350f;;;%22	https://marketifythemes.net/html/arlo/img/portfolio/4.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/portfolio/4.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:08	75379/75379	---M--	200	added ('OK')	image/jpeg	etag:%2212673-61866045-dee9f11aa220aeb5;;;%22	https://marketifythemes.net/html/arlo/img/portfolio/5.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/portfolio/5.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:08	84316/84316	---M--	200	added ('OK')	image/jpeg	etag:%221495c-61866046-8bfa962df2fd296e;;;%22	https://marketifythemes.net/html/arlo/img/portfolio/6.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/portfolio/6.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:08	1127/1127	---M--	200	added ('OK')	image/jpeg	etag:%22467-61866046-efca6f484ce0d321;;;%22	https://marketifythemes.net/html/arlo/img/ratios/ratio-4-3.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/ratios/ratio-4-3.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:09	30855/30855	---M--	200	added ('OK')	image/jpeg	etag:%227887-61866043-44b61e83d4568b05;;;%22	https://marketifythemes.net/html/arlo/img/news/1.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/news/1.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:09	349/349	---M-Z	200	added ('OK')	image/svg+xml	etag:%2215d-61866048-fd0e1be0e2ca8ad8;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/facebook.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/social/facebook.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:10	1404/1404	---M-Z	200	added ('OK')	image/svg+xml	etag:%2257c-61866048-9cde066812c931bf;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/twitter.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/social/twitter.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:12	842/842	---M-Z	200	added ('OK')	image/svg+xml	etag:%2234a-61866048-e39044a5db7d421e;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/behance.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/social/behance.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:12	2219/2219	---M-Z	200	added ('OK')	image/svg+xml	etag:%228ab-61866048-7ddc7154c1f550ca;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/dribbble.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/social/dribbble.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:13	25598/25598	---M--	200	added ('OK')	image/jpeg	etag:%2263fe-61866043-33d9143168aa3cdc;;;%22	https://marketifythemes.net/html/arlo/img/news/2.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/news/2.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:13	17196/17196	---M--	200	added ('OK')	image/jpeg	etag:%22432c-61866043-3a4a75a96528c2c7;;;%22	https://marketifythemes.net/html/arlo/img/news/3.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/news/3.jpg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:14	922/922	---M-Z	200	added ('OK')	image/svg+xml	etag:%2239a-61866048-6a7c0d7525442220;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/tik-tok.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/svg/social/tik-tok.svg	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:15	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22620d0038-4d7%22	https://marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:15	88141/88141	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215851-61866041-934b06a57ea74541;gz%22	https://marketifythemes.net/html/arlo/js/jquery.js	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/js/jquery.js	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:15	314731/314731	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2261119-61866043-3e8e94ffa6bdbd44;gz%22	https://marketifythemes.net/html/arlo/js/plugins.js	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/js/plugins.js	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:16	12290/12290	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%224f6d-61866041-fe9b38ca5fd22959;gz%22	https://marketifythemes.net/html/arlo/js/init.js	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/js/init.js	(from https://marketifythemes.net/html/arlo/index-creative-4.html)
23:48:17	54188/54188	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22d3ac-61866041-afea72cec4b61372;;;%22	https://marketifythemes.net/html/arlo/css/font/xcon.eot?4965248	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/css/font/xcon8158.eot	(from https://marketifythemes.net/html/arlo/css/plugins.css)
23:48:17	27140/27140	---M--	200	added ('OK')	font/woff2	etag:%226a04-61866042-d1a753abf058f596;;;%22	https://marketifythemes.net/html/arlo/css/font/xcon.woff2?4965248	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/css/font/xcon8158.woff2	(from https://marketifythemes.net/html/arlo/css/plugins.css)
23:48:19	32060/32060	---MCZ	200	added ('OK')	application/font-woff	etag:W/%227d3c-61866042-dc2ea751c00a8c84;;;%22	https://marketifythemes.net/html/arlo/css/font/xcon.woff?4965248	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/css/font/xcon8158.woff	(from https://marketifythemes.net/html/arlo/css/plugins.css)
23:48:20	54036/54036	---M--	200	added ('OK')	application/x-font-ttf	etag:%22d314-61866042-28d7262f6b2c6855;;;%22	https://marketifythemes.net/html/arlo/css/font/xcon.ttf?4965248	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/css/font/xcon8158.ttf	(from https://marketifythemes.net/html/arlo/css/plugins.css)
23:48:21	72237/72237	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211a2d-61866041-cc8ec3c19861221e;gz%22	https://marketifythemes.net/html/arlo/css/font/xcon.svg?4965248	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/css/font/xcon8158.svg	(from https://marketifythemes.net/html/arlo/css/plugins.css)
23:48:21	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/arlo/css/owl.video.play.png	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/css/owl.video.play.png	(from https://marketifythemes.net/html/arlo/css/plugins.css)
23:48:22	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/arlo/css/ytp-regular.eot	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/css/ytp-regular.eot	(from https://marketifythemes.net/html/arlo/css/plugins.css)
23:48:22	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/arlo/css/mCSB_buttons.png	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/css/mCSB_buttons.png	(from https://marketifythemes.net/html/arlo/css/plugins.css)
23:48:23	51808/51808	---M--	200	added ('OK')	image/png	etag:%22ca60-61866045-4d839be2212f87;;;%22	https://marketifythemes.net/html/arlo//img/patterns/ravenna.png	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img/patterns/ravenna.png	(from https://marketifythemes.net/html/arlo/css/style.css)
23:48:24	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/hqdefault.jpg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/hqdefault.jpg	(from https://marketifythemes.net/html/arlo/js/plugins.js)
23:48:25	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/arlo/img.svg	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/img.svg	(from https://marketifythemes.net/html/arlo/js/init.js)
23:48:26	52/52	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Feb%202022%2022:54:52%20GMT	https://marketifythemes.net/html/arlo/modal/contact.php	C:/Users/Ejike%20Chuks/Desktop/personal/marketifythemes.net/html/arlo/modal/contact.html	(from https://marketifythemes.net/html/arlo/js/init.js)
